#,BOROUGH,BLOCK,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,BUILDING CLASS AT TIME OF SALE,TAX CLASS AT TIME OF SALE,SALE PRICE
10473,3,1144,PROSPECT HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2227,2040,1910,A4,1,2165000
9493,3,1200,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2100,3780,1910,A4,1,1675000
6123,3,1249,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1995,2885,1910,A4,1,1250000
8705,1,1250,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,0,1,2013,8500,1910,A4,1,11850000
15761,3,1286,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2600,3600,1910,A4,1,1600000
9236,3,1313,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2083,1360,1910,A4,1,1335000
7186,3,1313,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1680,1910,A4,1,623000
4076,3,1315,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,1765,1910,A4,1,1425000
14937,1,1383,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,0,1,2510,8200,1910,A4,1,20400000
4999,1,1409,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,0,1,1890,4608,1910,A4,1,9900000
5405,1,1506,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,0,1,1916,6680,1910,A4,1,12500000
1823,1,1942,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1549,3036,1910,A4,1,2300000
474,1,2073,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,0,1,1080,2394,1910,A4,1,2800000
8382,3,5037,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,4056,1910,A4,1,2627500
1300,3,260,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1425,2295,1910,A5,1,5499000
17642,5,544,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,0,1,2953,1012,1910,A5,1,390000
2758,3,634,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1669,1700,1910,A5,1,1720000
364,3,673,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1005,1032,1910,A5,1,1200000
20475,3,718,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,3706,5268,1910,A5,1,1780000
1428,3,989,PARK SLOPE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1464,2146,1910,A5,1,3450000
604,5,1006,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,1,0,1,1176,924,1910,A5,1,237768
15319,3,1412,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2555,2028,1910,A5,1,1275000
1422,3,1560,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1463,1625,1910,A5,1,235800
1423,3,1560,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1463,1625,1910,A5,1,740000
7237,4,1700,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1760,1910,A5,1,700000
6972,4,1719,CORONA,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1510,1910,A5,1,699000
7770,3,1823,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2400,1910,A5,1,381000
2903,1,2024,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1699,3620,1910,A5,1,3050000
2705,2,2284,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1667,2400,1910,A5,1,525000
2706,2,2284,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1667,2400,1910,A5,1,720000
2707,2,2284,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1667,2400,1910,A5,1,414000
2519,2,2286,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1650,2112,1910,A5,1,588000
2704,2,2286,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1667,2376,1910,A5,1,585000
25707,2,3016,EAST TREMONT,01 ONE FAMILY DWELLINGS                    ,1,0,1,5354,1000,1910,A5,1,900000
16277,4,3069,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2700,1120,1910,A5,1,647000
5895,2,3284,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1968,2754,1910,A5,1,392500
5896,2,3284,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1968,2754,1910,A5,1,10000
6268,3,3338,WYCKOFF HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,990,1910,A5,1,790000
6679,3,3519,BROWNSVILLE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1340,1910,A5,1,473000
6680,3,3519,BROWNSVILLE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1340,1910,A5,1,275000
13432,4,3526,RIDGEWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1530,1910,A5,1,800000
11043,4,3732,GLENDALE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2300,1640,1910,A5,1,310500
2810,3,3896,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1680,1400,1910,A5,1,550000
2811,3,3896,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1680,1400,1910,A5,1,375000
9884,3,3927,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2162,1236,1910,A5,1,590000
9885,3,3927,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2162,1236,1910,A5,1,235000
2486,2,3997,WESTCHESTER,01 ONE FAMILY DWELLINGS                    ,1,0,1,1649,1010,1910,A5,1,319000
9381,3,4112,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2100,1340,1910,A5,1,190000
411,3,4125,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1040,1480,1910,A5,1,599000
2623,3,4639,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,1667,1040,1910,A5,1,350000
3098,3,4800,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,1713,714,1910,A5,1,707500
4200,3,4869,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,2122,1910,A5,1,955000
1576,3,4967,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1704,1910,A5,1,500000
9470,3,5029,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2100,2900,1910,A5,1,1900000
9425,3,5029,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2100,1780,1910,A5,1,1950000
8003,3,5038,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2820,1910,A5,1,1500000
9207,3,5038,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2075,2904,1910,A5,1,1775000
9182,3,5420,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,2072,1187,1910,A5,1,780500
7816,3,5953,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2424,1910,A5,1,955000
2188,3,5982,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1600,2010,1910,A5,1,770000
10030,3,5988,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2187,1328,1910,A5,1,980000
7466,3,6044,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2007,1910,A5,1,1180000
3275,3,6181,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1750,1020,1910,A5,1,722000
3276,3,6181,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1750,1020,1910,A5,1,735000
3277,3,6181,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1750,1020,1910,A5,1,680000
1544,3,6203,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,986,1910,A5,1,700000
7741,3,6251,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2300,1910,A5,1,775000
2911,3,6647,GRAVESEND,01 ONE FAMILY DWELLINGS                    ,1,0,1,1700,1238,1910,A5,1,820000
4899,3,6745,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1876,1620,1910,A5,1,875000
3930,3,7107,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,1344,1910,A5,1,1250000
6799,3,7765,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1408,1910,A5,1,53000
2496,3,8299,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1650,1088,1910,A5,1,225000
1844,3,8299,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1552,1152,1910,A5,1,125000
8931,3,8769,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,0,1,2040,1660,1910,A5,1,456300
6894,3,8769,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1460,1910,A5,1,950000
1139,4,8894,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,1373,1344,1910,A5,1,380000
2492,4,8905,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,1650,936,1910,A5,1,320000
6633,4,8968,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1316,1910,A5,1,510000
3886,4,8980,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,1284,1910,A5,1,445500
9114,4,9196,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,2060,1753,1910,A5,1,580000
21455,5,479,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,1100,1910,A6,1,430000
4550,1,1494,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,0,1,1839,5365,1910,A7,1,8950000
7722,3,409,CARROLL GARDENS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2280,1910,A9,1,1700000
8812,3,657,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2023,635,1910,A9,1,495000
14856,3,673,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2504,1020,1910,A9,1,1050000
718,3,685,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1225,1260,1910,A9,1,25000
3173,3,1496,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1728,1080,1910,A9,1,690000
3094,1,1524,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,0,1,1711,3536,1910,A9,1,7450000
13128,3,1526,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1272,1910,A9,1,730000
11943,3,1772,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2400,1320,1910,A9,1,1295000
8059,3,1823,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,3000,1910,A9,1,2100000
2611,1,1960,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1665,3200,1910,A9,1,1510000
12910,4,1997,CORONA,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1058,1910,A9,1,658000
10726,4,2631,MASPETH,01 ONE FAMILY DWELLINGS                    ,1,0,1,2260,578,1910,A9,1,300000
13609,3,2682,GREENPOINT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1656,1910,A9,1,1820000
156,3,2782,WILLIAMSBURG-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,750,1080,1910,A9,1,1194000
157,3,2782,WILLIAMSBURG-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,750,1080,1910,A9,1,1295000
158,3,2782,WILLIAMSBURG-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,750,1080,1910,A9,1,1275000
554,2,2958,CROTONA PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1145,1112,1910,A9,1,185000
548,2,2958,CROTONA PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1140,1412,1910,A9,1,211389
6300,2,3105,BELMONT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1040,1910,A9,1,300000
10066,2,3441,SOUNDVIEW,01 ONE FAMILY DWELLINGS                    ,1,0,1,2193,700,1910,A9,1,191100
12993,3,3483,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1180,1910,A9,1,490000
9200,3,3487,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2075,1200,1910,A9,1,450000
12325,4,3815,GLENDALE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2432,1296,1910,A9,1,595000
5083,4,3828,GLENDALE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1284,1910,A9,1,450000
5084,4,3828,GLENDALE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1284,1910,A9,1,639173
591,3,4121,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1170,1250,1910,A9,1,131000
4444,3,4164,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1817,1176,1910,A9,1,225000
4805,3,4164,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1875,1577,1910,A9,1,400000
12361,3,4166,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2438,1312,1910,A9,1,480000
19938,4,4226,COLLEGE POINT,01 ONE FAMILY DWELLINGS                    ,1,0,1,3485,1799,1910,A9,1,715000
15371,4,4228,COLLEGE POINT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2563,1680,1910,A9,1,699000
4796,3,4681,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1875,1344,1910,A9,1,215000
17877,3,4695,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,3000,1240,1910,A9,1,422500
7021,3,4719,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1536,1910,A9,1,180000
6285,3,4739,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1020,1910,A9,1,520000
6286,3,4739,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1020,1910,A9,1,265000
15505,3,4795,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,2585,840,1910,A9,1,998000
3867,3,4800,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,1236,1910,A9,1,600000
21324,3,4805,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,1010,1910,A9,1,636000
5819,3,4872,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1960,1482,1910,A9,1,425000
5820,3,4872,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1960,1482,1910,A9,1,460000
4017,3,4888,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,1650,1910,A9,1,510000
6940,3,4889,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1482,1910,A9,1,464500
6941,3,4889,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1482,1910,A9,1,455000
6345,3,4933,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1118,1910,A9,1,225000
16066,3,5110,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,2656,1326,1910,A9,1,324339
1008,3,5110,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1328,1020,1910,A9,1,1102500
3153,3,5129,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1725,942,1910,A9,1,800000
25171,3,5180,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,5000,2400,1910,A9,1,2700000
1701,3,5270,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1520,1056,1910,A9,1,1650000
4015,3,5277,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1800,1644,1910,A9,1,814600
9201,3,6231,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2075,1210,1910,A9,1,972500
22810,3,6291,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,2510,1910,A9,1,1470000
15710,3,6332,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2600,1969,1910,A9,1,1180000
2921,3,6724,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1700,1426,1910,A9,1,636406
1748,3,6745,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1530,1356,1910,A9,1,220000
2844,3,6745,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1683,1288,1910,A9,1,750000
1749,3,6745,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,1530,1356,1910,A9,1,775000
17688,3,7149,GRAVESEND,01 ONE FAMILY DWELLINGS                    ,1,0,1,2970,1600,1910,A9,1,330000
9325,3,7149,GRAVESEND,01 ONE FAMILY DWELLINGS                    ,1,0,1,2100,668,1910,A9,1,448000
9109,3,7337,MADISON,01 ONE FAMILY DWELLINGS                    ,1,0,1,2060,1264,1910,A9,1,475000
4629,3,7471,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,0,1,1850,1400,1910,A9,1,680000
7609,3,7743,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,2140,1910,A9,1,570000
6744,3,7743,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1378,1910,A9,1,470000
6617,3,7743,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1310,1910,A9,1,499000
17788,3,7958,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,0,1,3000,968,1910,A9,1,175000
1736,4,9313,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1526,1152,1910,A9,1,294060
2554,4,9420,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1655,1124,1910,A9,1,360000
23622,4,353,LONG ISLAND CITY,02 TWO FAMILY DWELLINGS                    ,2,0,2,4250,1922,1910,B1,1,1840000
19757,5,557,STAPLETON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3400,1656,1910,B1,1,408000
19758,5,557,STAPLETON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3400,1656,1910,B1,1,215000
8515,3,877,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2003,2048,1910,B1,1,625000
14073,4,888,ASTORIA,02 TWO FAMILY DWELLINGS                    ,2,0,2,2500,2204,1910,B1,1,410000
2362,1,900,GRAMERCY,02 TWO FAMILY DWELLINGS                    ,2,0,2,1619,2520,1910,B1,1,7000000
843,3,1114,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1270,4494,1910,B1,1,1825000
9317,3,1152,PROSPECT HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2096,1944,1910,B1,1,2299000
24211,3,1187,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4585,2500,1910,B1,1,2650000
17418,5,1212,MARINERS HARBOR,02 TWO FAMILY DWELLINGS                    ,2,0,2,2900,1980,1910,B1,1,280000
15331,3,1255,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2555,3375,1910,B1,1,1795000
16169,3,1288,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2670,4176,1910,B1,1,1750000
16047,3,1288,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2650,4176,1910,B1,1,1675000
15901,3,1288,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2630,4032,1910,B1,1,1600000
7598,3,1314,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2128,1910,B1,1,1050000
7556,3,1320,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2096,1910,B1,1,1220000
7575,3,1320,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2108,1910,B1,1,1400000
1029,3,1357,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1333,1334,1910,B1,1,450000
26500,3,1363,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,6174,1440,1910,B1,1,975000
12302,3,1370,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2427,3021,1910,B1,1,800000
15665,4,1409,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2600,1596,1910,B1,1,900000
16898,4,1409,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2800,1596,1910,B1,1,750000
16899,4,1409,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2800,1596,1910,B1,1,196650
5866,3,1508,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1967,1968,1910,B1,1,720000
1597,3,1514,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1500,2200,1910,B1,1,900000
2968,3,1627,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1700,2400,1910,B1,1,1300000
5368,4,1721,CORONA,02 TWO FAMILY DWELLINGS                    ,2,0,2,1908,1232,1910,B1,1,645000
3192,3,1768,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1733,2079,1910,B1,1,400000
2942,3,1771,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1700,2040,1910,B1,1,1263000
1601,3,1775,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1500,2400,1910,B1,1,1250000
159,3,2702,GREENPOINT,02 TWO FAMILY DWELLINGS                    ,2,0,2,750,1500,1910,B1,1,950000
7963,4,2737,MASPETH,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2750,1910,B1,1,205000
7607,2,2766,HUNTS POINT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2138,1910,B1,1,344760
17487,4,2872,ELMHURST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2910,1800,1910,B1,1,1100000
14953,2,2880,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2513,3447,1910,B1,1,550000
13585,5,2973,ROSEBANK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2500,1632,1910,B1,1,400000
8362,2,3105,BELMONT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3843,1910,B1,1,700000
7745,2,3105,BELMONT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2310,1910,B1,1,300000
17465,2,3144,FORDHAM,02 TWO FAMILY DWELLINGS                    ,2,0,2,2903,3520,1910,B1,1,599000
9121,2,3228,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2060,3404,1910,B1,1,375000
17009,2,3228,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2805,3168,1910,B1,1,422000
15758,2,3230,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2600,3542,1910,B1,1,660000
11144,2,3261,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2302,2700,1910,B1,1,225000
11525,2,3263,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2370,1920,1910,B1,1,510500
21880,5,3282,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,1430,1910,B1,1,257000
2703,3,3340,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,2336,1910,B1,1,1420000
1470,2,3343,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS                    ,2,0,2,1475,4200,1910,B1,1,485000
8225,3,3371,WYCKOFF HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3300,1910,B1,1,1100000
8069,3,3391,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3000,1910,B1,1,965000
9842,2,3397,WOODLAWN,02 TWO FAMILY DWELLINGS                    ,2,0,2,2156,2488,1910,B1,1,489000
8223,3,3400,WYCKOFF HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3300,1910,B1,1,1555000
8224,3,3400,WYCKOFF HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3300,1910,B1,1,650000
7279,3,3419,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1800,1910,B1,1,740000
3327,3,3429,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1750,2889,1910,B1,1,835000
7401,3,3437,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1960,1910,B1,1,380000
7618,3,3440,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2160,1910,B1,1,830000
7619,3,3440,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2160,1910,B1,1,950000
7617,3,3446,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2160,1910,B1,1,850000
8062,3,3466,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3000,1910,B1,1,528424
13839,3,3483,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2500,1900,1910,B1,1,490000
4237,4,3514,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2296,1910,B1,1,1181000
4341,4,3514,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,3444,1910,B1,1,1200000
7217,4,3524,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1720,1910,B1,1,405600
